name,edition,condition,language,price_eur,quantity,seller
Cobralada buscadora,Aetherdrift,NM,Inglés,0.2,4,MagicBarcelona
Autómata de boxes,Aetherdrift,NM,Inglés,0.15,4,MagicBarcelona
Fin del recorrido,Aetherdrift,NM,Inglés,0.1,4,MagicBarcelona
Inundar el motor,Aetherdrift,NM,Inglés,0.1,4,MagicBarcelona
Contendiente desgajador,Aetherdrift,NM,Inglés,0.1,4,MagicBarcelona
Nave de recuperación,Aetherdrift,NM,Inglés,1.99,4,MagicBarcelona
Yegua solar guardiana,Aetherdrift,NM,Inglés,0.2,4,MagicBarcelona
Carruaje de la aerovidente,Aetherdrift,NM,Inglés,0.2,4,MagicBarcelona
Arrollador de Gastal,Aetherdrift,NM,Inglés,0.2,4,MagicBarcelona
Matón del escuadrón gritón,Aetherdrift,NM,Inglés,0.99,4,MagicBarcelona
"Oviya, artesana de automechas",Aetherdrift,NM,Inglés,0.35,4,MagicBarcelona
Monumento a la perseverancia,Aetherdrift,NM,Inglés,8.99,4,MagicBarcelona
Archidemonio del Shefet,Aetherdrift,NM,Inglés,0.15,4,MagicBarcelona
Muñeca despreciable,Aetherdrift,NM,Inglés,0.15,4,MagicBarcelona
Dracosaurio asistente,Aetherdrift,NM,Inglés,0.15,4,MagicBarcelona
Atizar las llamas,Aetherdrift,NM,Inglés,0.15,4,MagicBarcelona
Señalar el camino,Aetherdrift,NM,Inglés,0.15,4,MagicBarcelona
Motor entomorgánico,Aetherdrift,NM,Inglés,0.15,4,MagicBarcelona
Hojas nómadas,Aetherdrift,NM,Inglés,0.15,4,MagicBarcelona
Mandar de vuelta,Aetherdrift,NM,Inglés,0.1,4,MagicBarcelona
A toda máquina,Aetherdrift,NM,Inglés,0.1,4,MagicBarcelona
Chocar y arder,Aetherdrift,NM,Inglés,0.1,4,MagicBarcelona
Piescurridizo en estampida,Aetherdrift,NM,Inglés,0.1,4,MagicBarcelona
Mecatitán carbonatizado,Aetherdrift,NM,Inglés,0.5,4,MagicBarcelona
Choque en cadena espectacular,Aetherdrift,NM,Inglés,0.2,4,MagicBarcelona
Robaformas cérea,Aetherdrift,NM,Inglés,0.2,4,MagicBarcelona
Escarabajo escombrero,Aetherdrift,NM,Inglés,0.2,4,MagicBarcelona
Armería alacresa,Aetherdrift,NM,Inglés,0.15,4,MagicBarcelona
Golpe cortés,Aetherdrift,NM,Inglés,0.15,4,MagicBarcelona
Sinergista de los Lumiguía,Aetherdrift,NM,Inglés,0.15,4,MagicBarcelona
"Reloj Solar, tirano del alba",Aetherdrift,NM,Inglés,0.15,4,MagicBarcelona
Estratega de sabotajes,Aetherdrift,NM,Inglés,0.15,4,MagicBarcelona
Aeromanta sableadora,Aetherdrift,NM,Inglés,0.15,4,MagicBarcelona
Horadar el hechizo,Aetherdrift,NM,Inglés,0.2,4,MagicBarcelona
Vendetta ancestral,Aetherdrift,NM,Inglés,0.15,4,MagicBarcelona
Siniestro infernal,Aetherdrift,NM,Inglés,0.15,4,MagicBarcelona
Plan intimidatorio,Aetherdrift,NM,Inglés,0.2,4,MagicBarcelona
Rociada de langostas,Aetherdrift,NM,Inglés,0.15,4,MagicBarcelona
Yóquey de la adrenalina,Aetherdrift,NM,Inglés,0.15,4,MagicBarcelona
Lanzarpones de los Recorrefines,Aetherdrift,NM,Inglés,0.15,4,MagicBarcelona
Dejar en el olvido,Aetherdrift,NM,Inglés,0.15,4,MagicBarcelona
Superar los límites,Aetherdrift,NM,Inglés,0.15,4,MagicBarcelona
Furia al volante,Aetherdrift,NM,Inglés,0.15,4,MagicBarcelona
Impacto celeste,Aetherdrift,NM,Inglés,0.15,4,MagicBarcelona
Guardián colmilludo,Aetherdrift,NM,Inglés,0.15,4,MagicBarcelona
Patrullero cenagoso,Aetherdrift,NM,Inglés,0.15,4,MagicBarcelona
Abrirse paso,Aetherdrift,NM,Inglés,0.15,4,MagicBarcelona
Andanada agresiva,Aetherdrift,NM,Inglés,0.15,4,MagicBarcelona
Adicto al peligro de Gastal,Aetherdrift,NM,Inglés,0.15,4,MagicBarcelona
Trotamundos transmisor,Aetherdrift,NM,Inglés,0.1,4,MagicBarcelona
As de las interfaces,Aetherdrift,NM,Inglés,0.1,4,MagicBarcelona
Reconocedor leonino,Aetherdrift,NM,Inglés,0.1,4,MagicBarcelona
Mejoras de luzmáticos,Aetherdrift,NM,Inglés,0.1,4,MagicBarcelona
Lotoguarda aprendiz,Aetherdrift,NM,Inglés,0.1,4,MagicBarcelona
Asaltador alarrauda,Aetherdrift,NM,Inglés,0.1,4,MagicBarcelona
Velosoldador de los Viajeros,Aetherdrift,NM,Inglés,0.1,4,MagicBarcelona
Serpiente devoraingenios,Aetherdrift,NM,Inglés,0.1,4,MagicBarcelona
Reconocedor fantasma fallido,Aetherdrift,NM,Inglés,0.1,4,MagicBarcelona
Optimizador de los Lumiguía,Aetherdrift,NM,Inglés,0.1,4,MagicBarcelona
Matón de Alarido,Aetherdrift,NM,Inglés,0.1,4,MagicBarcelona
Bucanero aplicado,Aetherdrift,NM,Inglés,0.1,4,MagicBarcelona
Topterista hábil,Aetherdrift,NM,Inglés,0.1,4,MagicBarcelona
Ingeniera destelloceleste,Aetherdrift,NM,Inglés,0.1,4,MagicBarcelona
Interferencia espectral,Aetherdrift,NM,Inglés,0.1,4,MagicBarcelona
Gripar,Aetherdrift,NM,Inglés,0.1,4,MagicBarcelona
Darse de bruces,Aetherdrift,NM,Inglés,0.1,4,MagicBarcelona
Rastreatumbas quitinoso,Aetherdrift,NM,Inglés,0.15,4,MagicBarcelona
Piloto inmortal,Aetherdrift,NM,Inglés,0.1,4,MagicBarcelona
Rata del motor,Aetherdrift,NM,Inglés,0.1,4,MagicBarcelona
Jabalinera siniestra,Aetherdrift,NM,Inglés,0.1,4,MagicBarcelona
Reconocedor mutante,Aetherdrift,NM,Inglés,0.1,4,MagicBarcelona
Atajo peligroso,Aetherdrift,NM,Inglés,0.1,4,MagicBarcelona
Patinazo,Aetherdrift,NM,Inglés,0.1,4,MagicBarcelona
Extraer el combustible,Aetherdrift,NM,Inglés,0.1,4,MagicBarcelona
Mimbrense de los escombros,Aetherdrift,NM,Inglés,0.1,4,MagicBarcelona
Cohete quemador,Aetherdrift,NM,Inglés,0.1,4,MagicBarcelona
Saltador dinamitero,Aetherdrift,NM,Inglés,0.1,4,MagicBarcelona
Celebración inaugural,Aetherdrift,NM,Inglés,0.1,4,MagicBarcelona
Descarga de rayos,Aetherdrift,NM,Inglés,0.1,4,MagicBarcelona
Artillero magmante,Aetherdrift,NM,Inglés,0.1,4,MagicBarcelona
Artillero cabezatrueno,Aetherdrift,NM,Inglés,0.1,4,MagicBarcelona
Jaguar alacrés,Aetherdrift,NM,Inglés,0.1,4,MagicBarcelona
Alas rotas,Aetherdrift,NM,Inglés,0.1,4,MagicBarcelona
Peligro de las dunas,Aetherdrift,NM,Inglés,0.1,4,MagicBarcelona
Jibbirik omnívoro,Aetherdrift,NM,Inglés,0.1,4,MagicBarcelona
Quetradonte migratorio,Aetherdrift,NM,Inglés,0.1,4,MagicBarcelona
Topo de los baches,Aetherdrift,NM,Inglés,0.1,4,MagicBarcelona
Atropellar,Aetherdrift,NM,Inglés,0.1,4,MagicBarcelona
Fuerza sedosa,Aetherdrift,NM,Inglés,0.1,4,MagicBarcelona
Catapulta de cámaras,Aetherdrift,NM,Inglés,0.1,4,MagicBarcelona
Matriz de los Lumiguía,Aetherdrift,NM,Inglés,0.1,4,MagicBarcelona
Ferri con palcoaéreo,Aetherdrift,NM,Inglés,0.1,4,MagicBarcelona
Tortuga taquillera,Aetherdrift,NM,Inglés,0.1,4,MagicBarcelona
Sarcófago andante,Aetherdrift,NM,Inglés,0.1,4,MagicBarcelona
Nave nodriza de Valor,Aetherdrift,NM,Inglés,1.5,3,MagicBarcelona
El Loco al Volante,Aetherdrift,NM,Inglés,2.99,4,MagicBarcelona
Marcha del cieno planetario,Aetherdrift,NM,Inglés,2.99,1,MagicBarcelona
Mecatitán carbonatizado,Aetherdrift,NM,Inglés,0.99,4,MagicBarcelona
"Botín, el Hallasendas",Aetherdrift,NM,Inglés,1.99,3,MagicBarcelona
"Mimeoplasma, adorado",Aetherdrift,NM,Inglés,0.5,1,MagicBarcelona
Mecatitán maderardiente,Aetherdrift,NM,Inglés,1.25,1,MagicBarcelona
Loto brillante,Aetherdrift,NM,Inglés,4.99,4,MagicBarcelona
Buey reforzado,Aetherdrift,NM,Inglés,0.35,2,MagicBarcelona
Máquina de posesión,Aetherdrift,NM,Inglés,0.25,4,MagicBarcelona
Fabricador de tópteros,Aetherdrift,NM,Inglés,0.25,3,MagicBarcelona
Robaformas cérea,Aetherdrift,NM,Inglés,0.25,4,MagicBarcelona
Espanto sangriento,Aetherdrift,NM,Inglés,1.99,4,MagicBarcelona
Carruaje del llamacriptas,Aetherdrift,NM,Inglés,0.5,4,MagicBarcelona
Festín del lodazal,Aetherdrift,NM,Inglés,0.25,4,MagicBarcelona
Bummóvil,Aetherdrift,NM,Inglés,0.25,4,MagicBarcelona
Zastronauta quemada,Aetherdrift,NM,Inglés,0.5,4,MagicBarcelona
Depender de la suerte,Aetherdrift,NM,Inglés,0.35,3,MagicBarcelona
"Daretti, ingeniero de los Coheteros",Aetherdrift,NM,Inglés,0.25,4,MagicBarcelona
Arrollador de Gastal,Aetherdrift,NM,Inglés,0.25,1,MagicBarcelona
Imperiosaurio regente,Aetherdrift,NM,Inglés,0.5,2,MagicBarcelona
"Áatchik, radián esmeralda",Aetherdrift,NM,Inglés,0.25,4,MagicBarcelona
"Caradora, Corazón de Alacria",Aetherdrift,NM,Inglés,0.25,4,MagicBarcelona
Escarabajo escombrero,Aetherdrift,NM,Inglés,0.25,3,MagicBarcelona
Huida explosiva,Aetherdrift,NM,Inglés,0.25,4,MagicBarcelona
"Fortuna Distante, líder del Fin",Aetherdrift,NM,Inglés,0.25,4,MagicBarcelona
Espadachina intrépida,Aetherdrift,NM,Inglés,0.25,4,MagicBarcelona
Sonreír a la muerte,Tarkir: tormenta dracónica,NM,Inglés,3.5,4,MagicBarcelona
"Taigam, oportunista experto",Tarkir: tormenta dracónica,NM,Inglés,3.75,4,MagicBarcelona
Behemot cascocráter,Tarkir: tormenta dracónica,NM,Inglés,15.99,4,MagicBarcelona
Ofensiva sin cuartel,Tarkir: tormenta dracónica,NM,Inglés,3.5,4,MagicBarcelona
Asalto de los jinetes de dragones,Tarkir: tormenta dracónica,NM,Inglés,3.99,4,MagicBarcelona
"Neriv, Corazón de la Tormenta",Tarkir: tormenta dracónica,NM,Inglés,4.5,4,MagicBarcelona
"Teval, jueza de la virtud",Tarkir: tormenta dracónica,NM,Inglés,2.25,4,MagicBarcelona
"Ureni, la Canción Perpetua",Tarkir: tormenta dracónica,NM,Inglés,4.5,4,MagicBarcelona
Mox de jaspe,Tarkir: tormenta dracónica,NM,Inglés,13.99,4,MagicBarcelona
"Anafenza, linaje inquebrantable",Tarkir: tormenta dracónica,NM,Inglés,0.25,4,MagicBarcelona
Frente unido,Tarkir: tormenta dracónica,NM,Inglés,0.75,4,MagicBarcelona
Cuentos de la noche invernal,Tarkir: tormenta dracónica,NM,Inglés,1.5,4,MagicBarcelona
Aparecido de Qarsi,Tarkir: tormenta dracónica,NM,Inglés,1.99,2,MagicBarcelona
La ceremonia de los sibsigs,Tarkir: tormenta dracónica,NM,Inglés,0.5,4,MagicBarcelona
Despertar a los muertos venerados,Tarkir: tormenta dracónica,NM,Inglés,0.35,4,MagicBarcelona
Asedio a la estepa yerma,Tarkir: tormenta dracónica,NM,Inglés,0.5,4,MagicBarcelona
Eshki Garradragón,Tarkir: tormenta dracónica,NM,Inglés,0.2,4,MagicBarcelona
Derrota inevitable,Tarkir: tormenta dracónica,NM,Inglés,0.35,4,MagicBarcelona
Redescubrir la sabiduría,Tarkir: tormenta dracónica,NM,Inglés,0.25,4,MagicBarcelona
Convocadora bélica temur,Tarkir: tormenta dracónica,NM,Inglés,0.75,4,MagicBarcelona
Remolino del dragón espíritu,Tarkir: tormenta dracónica,NM,Inglés,1.75,4,MagicBarcelona
Escultor de égidas,Tarkir: tormenta dracónica,NM,Inglés,0.15,4,MagicBarcelona
Rechazo de Ureni,Tarkir: tormenta dracónica,NM,Inglés,0.15,4,MagicBarcelona
Yathan velatumbas,Tarkir: tormenta dracónica,NM,Inglés,0.15,4,MagicBarcelona
Experto en equilibrio,Tarkir: tormenta dracónica,NM,Inglés,0.15,4,MagicBarcelona
Rito de renovación,Tarkir: tormenta dracónica,NM,Inglés,0.15,4,MagicBarcelona
Mariscal de los caídos,Tarkir: tormenta dracónica,NM,Inglés,0.15,4,MagicBarcelona
Purging Stormbrood // Absorber la esencia,Tarkir: tormenta dracónica,NM,Inglés,0.15,4,MagicBarcelona
Sucesora de los bravos,Tarkir: tormenta dracónica,NM,Inglés,0.15,4,MagicBarcelona
Monumento abzano,Tarkir: tormenta dracónica,NM,Inglés,0.15,4,MagicBarcelona
Monumento jeskai,Tarkir: tormenta dracónica,NM,Inglés,0.15,4,MagicBarcelona
Monumento mardu,Tarkir: tormenta dracónica,NM,Inglés,0.15,4,MagicBarcelona
Monumento sultai,Tarkir: tormenta dracónica,NM,Inglés,0.15,4,MagicBarcelona
Monumento temur,Tarkir: tormenta dracónica,NM,Inglés,0.15,4,MagicBarcelona
Portador de gloria,Tarkir: tormenta dracónica,NM,Inglés,0.1,4,MagicBarcelona
Lancera jinete de dragones,Tarkir: tormenta dracónica,NM,Inglés,0.1,4,MagicBarcelona
Guardián familiar de la fortaleza,Tarkir: tormenta dracónica,NM,Inglés,0.1,4,MagicBarcelona
Detención en la llanura tormentosa,Tarkir: tormenta dracónica,NM,Inglés,0.1,4,MagicBarcelona
Agente de Kotis,Tarkir: tormenta dracónica,NM,Inglés,0.1,4,MagicBarcelona
Dirgur Island Dragon // Golpe excoriante,Tarkir: tormenta dracónica,NM,Inglés,0.1,4,MagicBarcelona
Dominio del ataque expansible,Tarkir: tormenta dracónica,NM,Inglés,0.1,4,MagicBarcelona
Devotos temur,Tarkir: tormenta dracónica,NM,Inglés,0.1,4,MagicBarcelona
Devota abzana,Tarkir: tormenta dracónica,NM,Inglés,0.1,4,MagicBarcelona
Exhalación cáustica,Tarkir: tormenta dracónica,NM,Inglés,0.1,4,MagicBarcelona
Verdades crueles,Tarkir: tormenta dracónica,NM,Inglés,0.1,4,MagicBarcelona
Duelista devoto,Tarkir: tormenta dracónica,NM,Inglés,0.1,4,MagicBarcelona
Devoto jeskai,Tarkir: tormenta dracónica,NM,Inglés,0.1,4,MagicBarcelona
Aprovechar la oportunidad,Tarkir: tormenta dracónica,NM,Inglés,0.15,4,MagicBarcelona
Amenaza de la cima,Tarkir: tormenta dracónica,NM,Inglés,0.1,4,MagicBarcelona
Terrescultor de Dusyut,Tarkir: tormenta dracónica,NM,Inglés,0.1,4,MagicBarcelona
Rutina del deambulador,Tarkir: tormenta dracónica,NM,Inglés,0.1,4,MagicBarcelona
Determinación de Sarkhan,Tarkir: tormenta dracónica,NM,Inglés,0.1,4,MagicBarcelona
Devoto sultai,Tarkir: tormenta dracónica,NM,Inglés,0.1,4,MagicBarcelona
Leoparda del sotobosque,Tarkir: tormenta dracónica,NM,Inglés,0.1,4,MagicBarcelona
Guardia nocturna del Gurmag,Tarkir: tormenta dracónica,NM,Inglés,0.1,4,MagicBarcelona
Campeón imperante,Tarkir: tormenta dracónica,NM,Inglés,0.1,4,MagicBarcelona
Dragón petrinato,Tarkir: tormenta dracónica,NM,Inglés,0.1,4,MagicBarcelona
Centinela esculpido en jade,Tarkir: tormenta dracónica,NM,Inglés,0.1,4,MagicBarcelona
Vigilante del camino,Tarkir: tormenta dracónica,NM,Inglés,0.1,4,MagicBarcelona
Cuevas maculasangrientas,Tarkir: tormenta dracónica,NM,Inglés,0.1,4,MagicBarcelona
Arenas florecientes,Tarkir: tormenta dracónica,NM,Inglés,0.1,4,MagicBarcelona
Laguna lúgubre,Tarkir: tormenta dracónica,NM,Inglés,0.1,4,MagicBarcelona
Terrenos expansivos,Tarkir: tormenta dracónica,NM,Inglés,0.1,4,MagicBarcelona
Hondonada selvática,Tarkir: tormenta dracónica,NM,Inglés,0.1,4,MagicBarcelona
Tierras altas escabrosas,Tarkir: tormenta dracónica,NM,Inglés,0.1,4,MagicBarcelona
Yermos desérticos,Tarkir: tormenta dracónica,NM,Inglés,0.1,4,MagicBarcelona
Acantilados aguasraudas,Tarkir: tormenta dracónica,NM,Inglés,0.1,4,MagicBarcelona
Cascadas bosquespinoso,Tarkir: tormenta dracónica,NM,Inglés,0.1,4,MagicBarcelona
Cala tranquila,Tarkir: tormenta dracónica,NM,Inglés,0.1,4,MagicBarcelona
Risco cicatriz del viento,Tarkir: tormenta dracónica,NM,Inglés,0.1,4,MagicBarcelona
Llanura (V.1),Tarkir: tormenta dracónica,NM,Inglés,0.75,2,MagicBarcelona
Pantano (V.1),Tarkir: tormenta dracónica,NM,Inglés,0.75,2,MagicBarcelona
Llanura (V.2),Tarkir: tormenta dracónica,NM,Inglés,0.15,4,MagicBarcelona
Llanura (V.3),Tarkir: tormenta dracónica,NM,Inglés,0.15,4,MagicBarcelona
Isla (V.2),Tarkir: tormenta dracónica,NM,Inglés,0.15,4,MagicBarcelona
Isla (V.3),Tarkir: tormenta dracónica,NM,Inglés,0.15,4,MagicBarcelona
Pantano (V.2),Tarkir: tormenta dracónica,NM,Inglés,0.15,4,MagicBarcelona
Pantano (V.3),Tarkir: tormenta dracónica,NM,Inglés,0.15,4,MagicBarcelona
Montaña (V.2),Tarkir: tormenta dracónica,NM,Inglés,0.15,4,MagicBarcelona
Montaña (V.3),Tarkir: tormenta dracónica,NM,Inglés,0.15,4,MagicBarcelona
Bosque (V.2),Tarkir: tormenta dracónica,NM,Inglés,0.15,4,MagicBarcelona
Bosque (V.3),Tarkir: tormenta dracónica,NM,Inglés,0.15,4,MagicBarcelona
La muerte engendra la vida,Tarkir: tormenta dracónica,NM,Inglés,0.99,4,MagicBarcelona
Perennidad,Tarkir: tormenta dracónica,NM,Inglés,0.99,4,MagicBarcelona
Dragonóloga,Tarkir: tormenta dracónica,NM,Inglés,0.35,4,MagicBarcelona
Naga manipulacarnes,Tarkir: tormenta dracónica,NM,Inglés,0.5,4,MagicBarcelona
Vengadora de los caídos,Tarkir: tormenta dracónica,NM,Inglés,0.5,4,MagicBarcelona
Familiar del Guardacolmillos,Tarkir: tormenta dracónica,NM,Inglés,0.5,4,MagicBarcelona
Pugnante portallamas,Tarkir: tormenta dracónica,NM,Inglés,0.35,4,MagicBarcelona
Asedio al bosque glacial,Tarkir: tormenta dracónica,NM,Inglés,0.75,4,MagicBarcelona
Asedio a la hondonada lúgubre,Tarkir: tormenta dracónica,NM,Inglés,0.75,4,MagicBarcelona
Avanzar con sabiduría,Tarkir: tormenta dracónica,NM,Inglés,0.2,4,MagicBarcelona
Yathan guardacaminos,Tarkir: tormenta dracónica,NM,Inglés,0.2,4,MagicBarcelona
"Zurgo, Decreto del Trueno",Tarkir: tormenta dracónica,NM,Inglés,0.35,4,MagicBarcelona
Monasterio de la montaña Cori,Tarkir: tormenta dracónica,NM,Inglés,0.5,4,MagicBarcelona
Campamento dálkovan,Tarkir: tormenta dracónica,NM,Inglés,0.5,4,MagicBarcelona
Gran ciudad de Arashin,Tarkir: tormenta dracónica,NM,Inglés,0.5,4,MagicBarcelona
Pueblo de Kishla,Tarkir: tormenta dracónica,NM,Inglés,0.35,4,MagicBarcelona
Pueblo de Vaharina,Tarkir: tormenta dracónica,NM,Inglés,9.99,4,MagicBarcelona
Trampa estática,Tarkir: tormenta dracónica,NM,Inglés,0.15,4,MagicBarcelona
Tormenta de dragones desbordante,Tarkir: tormenta dracónica,NM,Inglés,0.15,4,MagicBarcelona
Predictor de tormentas de dragones,Tarkir: tormenta dracónica,NM,Inglés,0.15,4,MagicBarcelona
Ancla esencial,Tarkir: tormenta dracónica,NM,Inglés,0.15,4,MagicBarcelona
Nuevo comienzo,Tarkir: tormenta dracónica,NM,Inglés,0.15,4,MagicBarcelona
Krumar novato,Tarkir: tormenta dracónica,NM,Inglés,0.15,4,MagicBarcelona
Antepasada desarraigada,Tarkir: tormenta dracónica,NM,Inglés,0.15,4,MagicBarcelona
Cantatempestad venerado,Tarkir: tormenta dracónica,NM,Inglés,0.15,4,MagicBarcelona
Esfuerzo bélico,Tarkir: tormenta dracónica,NM,Inglés,0.15,4,MagicBarcelona
Cazadora aclimatada,Tarkir: tormenta dracónica,NM,Inglés,0.15,4,MagicBarcelona
Reliquia de los dracogénitos,Tarkir: tormenta dracónica,NM,Inglés,0.15,4,MagicBarcelona
Defensor de la montaña Cori,Tarkir: tormenta dracónica,NM,Inglés,0.15,4,MagicBarcelona
Maestro ducho,Tarkir: tormenta dracónica,NM,Inglés,0.15,4,MagicBarcelona
Batida de Rueda del Río,Tarkir: tormenta dracónica,NM,Inglés,0.15,4,MagicBarcelona
Aullante sónico,Tarkir: tormenta dracónica,NM,Inglés,0.15,4,MagicBarcelona
Twinmaw Stormbrood // Mordisco calcinador,Tarkir: tormenta dracónica,NM,Inglés,0.15,4,MagicBarcelona
Whirlwing Stormbrood // Elevación dinámica,Tarkir: tormenta dracónica,NM,Inglés,0.15,4,MagicBarcelona
Maniobra coordinada,Tarkir: tormenta dracónica,NM,Inglés,0.1,4,MagicBarcelona
Asalto rebelde,Tarkir: tormenta dracónica,NM,Inglés,0.1,4,MagicBarcelona
Riling Dawnbreaker // Rugido señalizador,Tarkir: tormenta dracónica,NM,Inglés,0.1,4,MagicBarcelona
Ciervo deshelado,Tarkir: tormenta dracónica,NM,Inglés,0.1,4,MagicBarcelona
Legado de Alesha,Tarkir: tormenta dracónica,NM,Inglés,0.1,4,MagicBarcelona
Feral Deathgorger // Vista crepuscular,Tarkir: tormenta dracónica,NM,Inglés,0.1,4,MagicBarcelona
Reprimenda de Narset,Tarkir: tormenta dracónica,NM,Inglés,0.1,4,MagicBarcelona
Brigada de choque,Tarkir: tormenta dracónica,NM,Inglés,0.1,4,MagicBarcelona
Dúo derribador,Tarkir: tormenta dracónica,NM,Inglés,0.1,4,MagicBarcelona
Recuperación del patrimonio,Tarkir: tormenta dracónica,NM,Inglés,0.35,4,MagicBarcelona
Sagu Wildling // Búsqueda de nido,Tarkir: tormenta dracónica,NM,Inglés,0.1,4,MagicBarcelona
Velo de piel de serpiente,Tarkir: tormenta dracónica,NM,Inglés,0.1,4,MagicBarcelona
Heraldo del monasterio,Tarkir: tormenta dracónica,NM,Inglés,0.1,4,MagicBarcelona
Esfera de la tormenta de dragones,Tarkir: tormenta dracónica,NM,Inglés,0.1,4,MagicBarcelona
Centinela de fauces rescoldadas,Tarkir: tormenta dracónica,NM,Inglés,0.1,4,MagicBarcelona
Invocar a los dragones espíritu,Tarkir: tormenta dracónica,NM,Inglés,3.99,4,MagicBarcelona
Clarion Conqueror,Tarkir: tormenta dracónica,NM,Inglés,2.5,4,MagicBarcelona
Scavenger Regent // Exude Toxin,Tarkir: tormenta dracónica,NM,Inglés,1.5,4,MagicBarcelona
Lasyd rondadora,Tarkir: tormenta dracónica,NM,Inglés,0.2,4,MagicBarcelona
Ritmo de la naturaleza,Tarkir: tormenta dracónica,NM,Inglés,3.25,4,MagicBarcelona
Resurgimiento de los ancestros,Tarkir: tormenta dracónica,NM,Inglés,0.2,4,MagicBarcelona
Asedio al risco ventado,Tarkir: tormenta dracónica,NM,Inglés,2.5,4,MagicBarcelona
Espada de fuegodragón,Tarkir: tormenta dracónica,NM,Inglés,0.99,4,MagicBarcelona
Sacerdotisa guerrera loxodona,Tarkir: tormenta dracónica,NM,Inglés,0.15,4,MagicBarcelona
Nevisca ofuscante,Tarkir: tormenta dracónica,NM,Inglés,0.15,4,MagicBarcelona
Arrastreros de Kishla,Tarkir: tormenta dracónica,NM,Inglés,0.15,4,MagicBarcelona
Stormshriek Feral // Acrisolar,Tarkir: tormenta dracónica,NM,Inglés,0.1,4,MagicBarcelona
Lomipardo temur,Tarkir: tormenta dracónica,NM,Inglés,0.1,4,MagicBarcelona
Quietud en movimiento,Tarkir: tormenta dracónica,NM,Inglés,0.2,4,MagicBarcelona
Vigilante de la sima,Tarkir: tormenta dracónica,NM,Inglés,0.35,4,MagicBarcelona
Protector de la arboleda,Tarkir: tormenta dracónica,NM,Inglés,0.99,4,MagicBarcelona
"Felothar, Aurora de los Abzan",Tarkir: tormenta dracónica,NM,Inglés,0.25,4,MagicBarcelona
Trueno de la unidad,Tarkir: tormenta dracónica,NM,Inglés,0.2,4,MagicBarcelona
Jinete celeste idealista,Tarkir: tormenta dracónica,NM,Inglés,0.15,4,MagicBarcelona
Protector del divulgador sapiencial,Tarkir: tormenta dracónica,NM,Inglés,0.15,4,MagicBarcelona
Lamento de guerra,Tarkir: tormenta dracónica,NM,Inglés,0.15,4,MagicBarcelona
Fuegodragón canalizado,Tarkir: tormenta dracónica,NM,Inglés,0.15,4,MagicBarcelona
Invocación reverberante,Tarkir: tormenta dracónica,NM,Inglés,0.15,4,MagicBarcelona
Lanzarrayos inclemente,Tarkir: tormenta dracónica,NM,Inglés,0.15,4,MagicBarcelona
Vanguardia de Zurgo,Tarkir: tormenta dracónica,NM,Inglés,0.15,4,MagicBarcelona
Carga sincronizada,Tarkir: tormenta dracónica,NM,Inglés,0.15,4,MagicBarcelona
Botánico ambulante,Tarkir: tormenta dracónica,NM,Inglés,0.15,4,MagicBarcelona
Guardasantuarios jeskai,Tarkir: tormenta dracónica,NM,Inglés,0.15,4,MagicBarcelona
Bramido del mamut,Tarkir: tormenta dracónica,NM,Inglés,0.15,4,MagicBarcelona
Técnica del piesligeros,Tarkir: tormenta dracónica,NM,Inglés,0.1,4,MagicBarcelona
Exhalación ósea,Tarkir: tormenta dracónica,NM,Inglés,0.1,4,MagicBarcelona
Campanera de Cumbralta,Tarkir: tormenta dracónica,NM,Inglés,0.1,4,MagicBarcelona
Susurro perpetuo,Tarkir: tormenta dracónica,NM,Inglés,0.1,4,MagicBarcelona
Zancada de alaslargas,Tarkir: tormenta dracónica,NM,Inglés,0.1,4,MagicBarcelona
Moscas de sangre del delta,Tarkir: tormenta dracónica,NM,Inglés,0.1,4,MagicBarcelona
Presa del dragón,Tarkir: tormenta dracónica,NM,Inglés,0.1,4,MagicBarcelona
Pago digno,Tarkir: tormenta dracónica,NM,Inglés,0.1,4,MagicBarcelona
Forma del Borde Ígneo,Tarkir: tormenta dracónica,NM,Inglés,0.1,4,MagicBarcelona
Artesana meticulosa,Tarkir: tormenta dracónica,NM,Inglés,0.1,4,MagicBarcelona
Exhalación fundidora,Tarkir: tormenta dracónica,NM,Inglés,0.1,4,MagicBarcelona
Krotiq velanido,Tarkir: tormenta dracónica,NM,Inglés,0.1,4,MagicBarcelona
Exhalación punzante,Tarkir: tormenta dracónica,NM,Inglés,0.1,4,MagicBarcelona
Ráksasa de la maldición pútrida,Tarkir: tormenta dracónica,NM,Inglés,5.99,4,MagicBarcelona
Ofensiva sin cuartel,Tarkir: tormenta dracónica,NM,Inglés,3.99,1,MagicBarcelona
Invocar a los dragones espíritu,Tarkir: tormenta dracónica,NM,Inglés,4.99,2,MagicBarcelona
La muerte engendra la vida,Tarkir: tormenta dracónica,NM,Inglés,1.5,1,MagicBarcelona
Asalto de los jinetes de dragones,Tarkir: tormenta dracónica,NM,Inglés,4.5,2,MagicBarcelona
"Teval, jueza de la virtud",Tarkir: tormenta dracónica,NM,Inglés,3.5,3,MagicBarcelona
"Anafenza, linaje inquebrantable",Tarkir: tormenta dracónica,NM,Inglés,0.5,2,MagicBarcelona
Quietud en movimiento,Tarkir: tormenta dracónica,NM,Inglés,0.35,4,MagicBarcelona
